Question,Answer,Score
?? ????? ?????? ????? ?????,??????? ????? ??? ?????????,0.741179228
?? ????? ?????? ????? ?????,????? ???? ?????? ??? ?????? ?? ????? ?? ???? ?????,0.740537167
?? ????? ?????? ????? ?????,???? ??? ???????? ????? ?????? ????? ?? ??????? ????????,0.740153968
?? ????? ?????? ????? ?????,?? ?? ???? ??? ???,0.739351213
?? ????? ?????? ????? ?????,??? ??? ???? ????? ???? ???? ????? ????? ??????? ????,0.739339113
?? ????? ?????? ????? ?????,???????? ?????? ?? ???? ???? ???? ?? ?????? ???????,0.738759875
?? ????? ?????? ????? ?????,??? ????? ?? ?? ?????? ???????? ??? ?????,0.738504767
?? ????? ?????? ????? ?????,???? ??????? ????? ?????? ????? ????? ?????,0.738225937
?? ????? ?????? ????? ?????,????? ?? ????? ????????? ???? ????? ????,0.738118172
?? ????? ?????? ????? ?????,?? ????? ??? ?? ??????? ???????? ?????,0.737456441
?? ????? ?????? ????? ?????,?????? ?????? ??? ???? ????? ???? ???? ???,0.736814976
?? ????? ?????? ????? ?????,?? ???? ???? ???? ??? ??????,0.736707211
?? ????? ?????? ????? ?????,???? ??????? ?? ??????? ???? ?? ????? ???? ????? ???????? ????? ??? ????? ????????,0.736661077
?? ????? ?????? ????? ?????,?????? ???? ????,0.736042976
?? ????? ?????? ????? ?????,???? ?? ????? ???? ????? ?? ????? ??????,0.73556298
?? ????? ?????? ????? ?????,???? ????? ?? ???? ????? ???? ????? ?? ???????? ???????,0.733437002
?? ????? ?????? ????? ?????,?????? ?? ????? ???? ?? ???? ????????,0.733249485
?? ????? ?????? ????? ?????,?????? ????? ???? ??? ??? ?????? ??????? ?? ???,0.733093977
?? ????? ?????? ????? ?????,??????? ????? ??? ?????????,0.732808232
?? ????? ?????? ????? ?????,????? ???? ?????? ??? ?????? ?? ????? ?? ???? ?????,0.732650042
?? ????? ?????? ????? ?????,??? ????? ???? ??? ??????? ?? ???????,0.732175708
?? ????? ?????? ????? ?????,??? ??????,0.731811404
?? ????? ?????? ????? ?????,???? ??????? ?? ??????? ???? ?? ????? ???? ????? ???????? ????? ??? ????? ????????,0.731633425
?? ????? ?????? ????? ?????,???? ????? ???? ??? ?? ???????,0.731328726
?? ????? ?????? ????? ?????,??? ????? ??? ???? ???? ????? ??? ?? ???? ??????,0.73061657
?? ????? ?????? ????? ?????,?? ?? ????? ????,0.730425835
?? ????? ?????? ????? ?????,??? ????? ?? ?? ?????? ???????? ??? ?????,0.729623556
?? ????? ?????? ????? ?????,??? ??????? ???? ?????? ????? ???? ?? ???? ??????? ?? ????????,0.729155898
?? ????? ?????? ????? ?????,?? ???? ???? ?? ????? ???? ??? ???? ????? ???????,0.729100764
?? ????? ?????? ????? ?????,?? ???? ???? ?? ?????? ?? ??????,0.72897172
?? ????? ?????? ????? ?????,???? ??? ???????? ????? ?????? ????? ?? ??????? ????????,0.728966355
?? ????? ?????? ????? ?????,?? ??? ?? ??????? ????????,0.727176905
?? ????? ?????? ????? ?????,?????? ???? ?????,0.726839781
?? ????? ?????? ????? ?????,??? ?????? ????? ???? ?? ???????? ????? ????? ?????? ????? ?????? ?????,0.726757526
?? ????? ?????? ????? ?????,????? ?? ????? ????????? ???? ????? ????,0.726007581
?? ????? ?????? ????? ?????,??? ???? ???? ?? ??????,0.725874305
?? ????? ?????? ????? ?????,?? ???? ??? ?????? ?????? ?????? ??? ??????,0.72584039
?? ????? ?????? ????? ?????,?? ?? ????? ??????? ????? ????? ????,0.725813985
?? ????? ?????? ????? ?????,?? ???? ????? ???? ????? ????,0.725727618
?? ????? ?????? ????? ?????,??? ????? ?? ?? ?????? ???????? ??? ?????,0.724954247
?? ????? ?????? ????? ?????,??? ??????,0.724757373
?? ????? ?????? ????? ?????,????? ????? ?????? ?????,0.724641204
?? ????? ?????? ????? ?????,??? ??????? ??????? ?? ???????? ?? ??? ?? ???????,0.724200487
?? ????? ?????? ????? ?????,?????? ???? ????? ???? ??????? ?????? ?? ???,0.723974645
?? ????? ?????? ????? ?????,??? ??????,0.722900391
?? ????? ?????? ????? ?????,??? ????? ??? ???? ???? ????? ??? ?? ???? ??????,0.722644866
?? ????? ?????? ????? ?????,?????? ?? ???????? ???? ????? ?????? ????,0.722537398
?? ????? ?????? ????? ?????,?????? ???? ?????,0.722527683
?? ????? ?????? ????? ?????,?? ????? ??? ?? ??????? ???????? ?????,0.722340822
?? ????? ?????? ????? ?????,??? ?? ??????? ???? ????? ????? ??????? ????? ?????,0.721981049
?? ????? ?????? ????? ?????,?????? ?????? ????? ???? ??? ???????,0.721527398
?? ????? ?????? ????? ?????,?????? ?? ???????? ???? ????? ?????? ????,0.721462786
?? ????? ?????? ????? ?????,??????? ?? ?????? ???? ??????? ??? ??????,0.72038877
?? ????? ?????? ????? ?????,???? ??????? ?? ??????? ???? ?? ????? ???? ????? ???????? ????? ??? ????? ????????,0.720368266
?? ????? ?????? ????? ?????,???????? ?? ??? ?????? ?????? ?????,0.720250726
?? ????? ?????? ????? ?????,??? ??????? ??????? ???? ????? ?? ???????? ?? ??? ?? ?????? ??????? ?????????? ???? ???????,0.7199049
?? ????? ?????? ????? ?????,?????? ?? ????? ??????? ????? ???? ?? ???,0.719863653
?? ????? ?????? ????? ?????,?????? ???? ????,0.719398022
?? ????? ?????? ????? ?????,???? ?? ????? ???? ?????? ???????? ?? ?????? ?? ??????? ?????? ???????? ?????? ??????,0.719088674
?? ????? ?????? ????? ?????,???????? ?????? ?? ???? ???? ???? ?? ?????? ???????,0.719073832
?? ????? ?????? ????? ?????,?? ???? ???? ???? ??? ??????,0.718708634
?? ????? ?????? ????? ?????,?? ???? ??? ?????? ?????? ?????? ??? ??????,0.71770817
?? ????? ?????? ????? ?????,?? ??? ???????? ??? ?? ??????,0.717225552
?? ????? ?????? ????? ?????,??? ???? ???? ?? ??????,0.716527164
?? ????? ?????? ????? ?????,?????? ?? ????? ??????? ????? ???? ?? ???,0.71601367
?? ????? ?????? ????? ?????,??? ????? ?? ???? ????? ???? ??????,0.715564847
?? ????? ?????? ????? ?????,??????? ?? ?????? ???? ??????? ??? ??????,0.714734972
?? ????? ?????? ????? ?????,?? ???? ??? ?????? ?????? ?????? ??? ??????,0.714409471
?? ????? ?????? ????? ?????,???? ??? ???????? ????? ?????? ????? ?? ??????? ????????,0.714311838
?? ????? ?????? ????? ?????,?? ???? ???? ????? ?? ???????? ???? ?????? ???????? ?? ???,0.713241458
?? ????? ?????? ????? ?????,??? ?????,0.713033915
?? ????? ?????? ????? ?????,?? ???? ???,0.71258986
?? ????? ?????? ????? ?????,????? ?? ????? ????????? ???? ????? ????,0.712256193
?? ????? ?????? ????? ?????,???? ????? ????,0.71178484
?? ????? ?????? ????? ?????,??? ?????,0.711309671
?? ????? ?????? ????? ?????,?? ???? ???? ????? ?? ???????? ???? ?????? ???????? ?? ???,0.710920334
?? ????? ?????? ????? ?????,??????? ?? ???????? ??,0.710711598
?? ????? ?????? ????? ?????,?? ?? ????? ??????? ????? ????? ????,0.710368752
?? ????? ?????? ????? ?????,??? ????? ??? ?????? ????? ???????? ???????,0.71029985
?? ????? ?????? ????? ?????,????? ?? ????? ??????? ????????,0.709573746
?? ????? ?????? ????? ?????,?????? ????? ???? ??? ??? ?????? ??????? ?? ???,0.709121346
?? ????? ?????? ????? ?????,??? ?????? ????? ???? ?? ???????? ????? ????? ?????? ????? ?????? ?????,0.709020138
?? ????? ?????? ????? ?????,???? ???? ??? ????? ?? ???????,0.707917929
?? ????? ?????? ????? ?????,????? ????? ?????? ?????,0.707630515
?? ????? ?????? ????? ?????,??????? ??????? ??? ????? ??????? ??????????? ?????? ????? ????,0.707557619
?? ????? ?????? ????? ?????,?????? ????? ???? ??? ??? ?????? ??????? ?? ???,0.707380295
?? ????? ?????? ????? ?????,?? ???? ????? ???? ????? ????,0.706388533
?? ????? ?????? ????? ?????,??? ??? ???? ????? ???? ???? ????? ????? ??????? ????,0.70599556
?? ????? ?????? ????? ?????,???? ??? ???????? ????? ?????? ????? ?? ??????? ????????,0.705619812
?? ????? ?????? ????? ?????,??????? ??????? ??? ????? ??????? ??????????? ?????? ????? ????,0.704885244
?? ????? ?????? ????? ?????,?? ???? ???? ?? ?????? ?? ??????,0.704096079
?? ????? ?????? ????? ?????,??? ???? ???? ?? ??????,0.703628719
?? ????? ?????? ????? ?????,?? ?? ????? ????,0.703253925
?? ????? ?????? ????? ?????,???? ??????? ????? ?????? ????? ????? ?????,0.702954471
?? ????? ?????? ????? ?????,??? ??????? ??????? ?? ???????? ?? ??? ?? ???????,0.702407241
?? ????? ?????? ????? ?????,?? ??? ????? ??????,0.700217009
?? ????? ?????? ????? ?????,???? ??????? ?????? ?? ?????? ???? ????? ??? ????? ??????? ?????,0.698727846
?? ????? ?????? ????? ?????,???? ???? ??? ????? ?? ???????,0.697873116
?? ????? ?????? ????? ?????,?????? ????? ?????? ??????,0.697498798
?? ????? ?????? ????? ?????,???? ??????? ?????? ?? ?????? ???? ????? ??? ????? ??????? ?????,0.696857452
?? ????? ?????? ????? ?????,????? ?? ????? ??????? ????????,0.696662903
?? ????? ?????? ????? ?????,??? ????? ??? ???? ???? ????? ??? ?? ???? ??????,0.696347952
?? ????? ?????? ????? ?????,??? ????? ??? ???? ???? ???? ??????? ???? ????? ??? ????? ?? ???? ??????? ?? ????????,0.696216822
?? ????? ?????? ????? ?????,???? ????? ?? ???,0.695686221
?? ????? ?????? ????? ?????,???? ?? ????? ???? ????? ?? ????? ??????,0.695492923
?? ????? ?????? ????? ?????,???? ?????? ????? ???? ????? ??????? ????? ????,0.695468187
?? ????? ?????? ????? ?????,?? ???? ???? ????? ?? ???????? ???? ?????? ???????? ?? ???,0.694963574
?? ????? ?????? ????? ?????,???? ?? ????? ??????,0.694048405
?? ????? ?????? ????? ?????,?????? ???? ?????,0.693446755
?? ????? ?????? ????? ?????,?????? ?? ????? ???? ?? ???? ????????,0.693066835
?? ????? ?????? ????? ?????,??? ????? ??? ???? ???? ???? ??????? ???? ????? ??? ????? ?? ???? ??????? ?? ????????,0.693001986
?? ????? ?????? ????? ?????,?? ?? ????? ????,0.69271493
?? ????? ?????? ????? ?????,?????? ?? ???????? ???? ????? ?????? ????,0.692593455
?? ????? ?????? ????? ?????,??????? ?? ???????? ??,0.6923154
?? ????? ?????? ????? ?????,?? ??? ?? ??????? ????????,0.691523552
?? ????? ?????? ????? ?????,?? ???? ????? ???? ????? ????,0.691141307
?? ????? ?????? ????? ?????,??? ???? ?? ??????? ???????,0.690706134
?? ????? ?????? ????? ?????,??? ?? ??????? ???? ????? ????? ??????? ????? ?????,0.690617144
?? ????? ?????? ????? ?????,??? ????? ???? ??? ?????,0.690611124
?? ????? ?????? ????? ?????,???? ??? ???? ??????,0.690258801
?? ????? ?????? ????? ?????,?????? ???? ????,0.690231681
?? ????? ?????? ????? ?????,???? ?? ????? ???? ?????? ???????? ?? ?????? ?? ??????? ?????? ???????? ?????? ??????,0.689967096
?? ????? ?????? ????? ?????,????? ???? ????? ?? ????? ?????? ?? ????? ??????? ?? ??????? ???????????,0.688903451
?? ????? ?????? ????? ?????,??? ???? ?? ??????? ???????,0.688129663
?? ????? ?????? ????? ?????,??????? ?? ???????? ??,0.68789506
?? ????? ?????? ????? ?????,??? ????? ??? ?????? ????? ???????? ???????,0.684672236
?? ????? ?????? ????? ?????,??? ?????? ????? ???? ?? ???????? ????? ????? ?????? ????? ?????? ?????,0.68465656
?? ????? ?????? ????? ?????,???? ????? ????,0.684274673
?? ????? ?????? ????? ?????,???? ???? ??? ????? ?? ???????,0.683530331
?? ????? ?????? ????? ?????,???? ?????? ?? ?? ????? ??????,0.682970047
?? ????? ?????? ????? ?????,??? ?? ??????? ???? ????? ????? ??????? ????? ?????,0.682590842
?? ????? ?????? ????? ?????,???? ?? ????? ???? ????? ?? ????? ??????,0.682575464
?? ????? ?????? ????? ?????,???? ????? ?? ???,0.681838274
?? ????? ?????? ????? ?????,??????? ????? ??? ?????????,0.681551754
?? ????? ?????? ????? ?????,???? ?? ????? ???? ????? ?? ????? ??????,0.681440592
?? ????? ?????? ????? ?????,?????? ?? ??? ?? ?? ????? ???????,0.681417346
?? ????? ?????? ????? ?????,?? ???? ???? ????? ?? ???????? ???? ?????? ???????? ?? ???,0.68139714
?? ????? ?????? ????? ?????,???? ?? ????? ???? ????? ?? ????? ??????,0.680326462
?? ????? ?????? ????? ?????,??? ?????? ????? ???? ?? ???????? ????? ????? ?????? ????? ?????? ?????,0.67992413
?? ????? ?????? ????? ?????,??? ??? ???? ?????,0.679718375
?? ????? ?????? ????? ?????,??? ???? ??? ?????? ?? ??????,0.677252471
?? ????? ?????? ????? ?????,?? ???? ???? ?? ?????? ?? ??????,0.676945686
?? ????? ?????? ????? ?????,??? ??? ???? ?????,0.676446319
?? ????? ?????? ????? ?????,???? ????? ????,0.676152408
?? ????? ?????? ????? ?????,?? ???? ????? ???? ????? ????,0.675781012
?? ????? ?????? ????? ?????,??? ???? ??????? ???? ???? ?? ????? ????? ????? ???????,0.675356686
?? ????? ?????? ????? ?????,??? ??????? ??????? ???? ????? ?? ???????? ?? ??? ?? ?????? ??????? ?????????? ???? ???????,0.674842477
?? ????? ?????? ????? ?????,?? ???? ???? ?? ????? ???? ??? ???? ????? ???????,0.674569249
?? ????? ?????? ????? ?????,???? ?? ????? ??????,0.673161507
?? ????? ?????? ????? ?????,??? ?????,0.673046052
?? ????? ?????? ????? ?????,???????? ?? ??? ?????? ?????? ?????,0.672919214
?? ????? ?????? ????? ?????,??? ?? ???,0.672574282
?? ????? ?????? ????? ?????,??? ?? ???,0.672574282
?? ????? ?????? ????? ?????,??? ??????? ???? ?????? ????? ???? ?? ???? ??????? ?? ????????,0.672569394
?? ????? ?????? ????? ?????,?????? ?? ??? ?????? ????? ???????? ?????,0.672391891
?? ????? ?????? ????? ?????,?????? ?? ?????? ?????? ?????? ?????? ???? ????? ????? ????? ??????? ????? ??????? ??????? ???? ???? ?? ?????,0.671256781
?? ????? ?????? ????? ?????,???? ????? ?? ???? ????? ???? ????? ?? ???????? ???????,0.671049953
?? ????? ?????? ????? ?????,?? ???? ??? ?????? ?????? ?????? ??? ??????,0.669975877
?? ????? ?????? ????? ?????,??????? ??????? ??? ????? ??????? ??????????? ?????? ????? ????,0.669147015
?? ????? ?????? ????? ?????,??? ?? ???,0.668959737
?? ????? ?????? ????? ?????,??? ?? ???,0.668959737
?? ????? ?????? ????? ?????,??? ?? ??????? ???? ????? ????? ??????? ????? ?????,0.668509543
?? ????? ?????? ????? ?????,?????? ???? ?????,0.668477654
?? ????? ?????? ????? ?????,??????? ??????? ?? ???? ??????? ???? ???? ????,0.668358088
?? ????? ?????? ????? ?????,???? ????? ?? ???,0.668147445
?? ????? ?????? ????? ?????,???? ?? ?????? ???? ???? ??? ?? ?? ??????? ??????????,0.667505503
?? ????? ?????? ????? ?????,??? ???? ??????? ???? ???? ?? ????? ????? ????? ???????,0.666002154
?? ????? ?????? ????? ?????,???? ????? ????? ?????? ?? ???,0.665950358
?? ????? ?????? ????? ?????,?? ????? ??? ?? ??????? ???????? ?????,0.665594101
?? ????? ?????? ????? ?????,???? ????? ????,0.664541721
?? ????? ?????? ????? ?????,?? ?? ???? ?? ???????? ??????? ????? ??????,0.664429784
?? ????? ?????? ????? ?????,?? ??? ?? ??????? ????????,0.664196253
?? ????? ?????? ????? ?????,????? ?? ????? ???????,0.663867116
?? ????? ?????? ????? ?????,??? ????? ???? ??? ??????? ?? ???????,0.663850367
?? ????? ?????? ????? ?????,???? ??????? ?? ??????? ???? ?? ????? ???? ????? ???????? ????? ??? ????? ????????,0.663686872
?? ????? ?????? ????? ?????,??????? ?? ?????? ???? ??????? ??? ??????,0.663561463
?? ????? ?????? ????? ?????,?????? ?? ?????? ?????? ?????? ?????? ???? ????? ????? ????? ??????? ????? ??????? ??????? ???? ???? ?? ?????,0.66351521
?? ????? ?????? ????? ?????,????? ????? ?????? ?????,0.661563277
?? ????? ?????? ????? ?????,??? ??????? ??????? ???? ????? ?? ???????? ?? ??? ?? ?????? ??????? ?????????? ???? ???????,0.661281466
?? ????? ?????? ????? ?????,????? ????? ?????? ?????,0.661088705
?? ????? ?????? ????? ?????,????? ??????? ???? ?????? ??????,0.660635591
?? ????? ?????? ????? ?????,??? ??? ???? ?????,0.660009384
?? ????? ?????? ????? ?????,?? ???? ???? ???? ??? ??????,0.659970403
?? ????? ?????? ????? ?????,???????? ?????? ?? ???? ???? ???? ?? ?????? ???????,0.659566879
?? ????? ?????? ????? ?????,??? ????? ??? ???? ???? ???? ??????? ???? ????? ??? ????? ?? ???? ??????? ?? ????????,0.659255803
?? ????? ?????? ????? ?????,????? ???? ????? ?? ????? ?????? ?? ????? ??????? ?? ??????? ???????????,0.656950057
?? ????? ?????? ????? ?????,?????? ???? ????,0.655493557
?? ????? ?????? ????? ?????,?? ??? ?? ??????? ????????,0.654495597
?? ????? ?????? ????? ?????,???????? ?? ??? ?????? ?????? ?????,0.653314352
?? ????? ?????? ????? ?????,???? ??????? ????? ?????? ????? ????? ?????,0.652207613
?? ????? ?????? ????? ?????,??? ??? ???? ????? ???? ???? ????? ????? ??????? ????,0.650799513
?? ????? ?????? ????? ?????,???? ??????? ?????? ?? ?????? ???? ????? ??? ????? ??????? ?????,0.649608016
?? ????? ?????? ????? ?????,?????? ???? ????,0.647701979
?? ????? ?????? ????? ?????,??? ????? ??? ?????? ????? ???????? ???????,0.646841586
?? ????? ?????? ????? ?????,?? ???? ???? ???? ??? ??????,0.644511282
?? ????? ?????? ????? ?????,??????? ??????? ??? ????? ??????? ??????????? ?????? ????? ????,0.644149661
?? ????? ?????? ????? ?????,???? ????? ?? ???,0.643454671
?? ????? ?????? ????? ?????,?? ????? ????? ????????,0.64272958
?? ????? ?????? ????? ?????,?????? ?????? ???? ????,0.641461968
?? ????? ?????? ????? ?????,???? ???? ??? ????? ?? ???????,0.641157866
?? ????? ?????? ????? ?????,?????? ?? ?????? ?????? ?????? ?????? ???? ????? ????? ????? ??????? ????? ??????? ??????? ???? ???? ?? ?????,0.641062677
?? ????? ?????? ????? ?????,????,0.641019821
?? ????? ?????? ????? ?????,??? ????? ???? ??? ??????? ?? ???????,0.640504241
?? ????? ?????? ????? ?????,??? ???? ?? ??????? ???????,0.640454412
?? ????? ?????? ????? ?????,???? ?? ????? ?????? ???? ?????? ?? ??? ???????,0.639876842
?? ????? ?????? ????? ?????,??? ?? ???,0.638395548
?? ????? ?????? ????? ?????,??? ?? ???,0.638395548
?? ????? ?????? ????? ?????,?? ?????? ?????? ?????? ???????,0.637049437
?? ????? ?????? ????? ?????,?? ??? ?? ??????? ????????,0.636121154
?? ????? ?????? ????? ?????,??? ??????? ??????? ???? ????? ?? ???????? ?? ??? ?? ?????? ??????? ?????????? ???? ???????,0.635639191
?? ????? ?????? ????? ?????,?????? ?????? ??? ???? ????? ???? ???? ???,0.634541512
?? ????? ?????? ????? ?????,??? ??????? ???? ?????? ????? ???? ?? ???? ??????? ?? ????????,0.631380677
?? ????? ?????? ????? ?????,?? ???? ???? ?? ?????? ?? ??????,0.631300211
?? ????? ?????? ????? ?????,?????,0.630472302
?? ????? ?????? ????? ?????,??????? ????? ????,0.630363703
?? ????? ?????? ????? ?????,??????? ??????? ?? ???? ??????? ???? ???? ????,0.630107999
?? ????? ?????? ????? ?????,??? ?????,0.629441679
?? ????? ?????? ????? ?????,????? ???? ????? ?? ????? ?????? ?? ????? ??????? ?? ??????? ???????????,0.62884295
?? ????? ?????? ????? ?????,????????? ????? ?????????,0.628677368
?? ????? ?????? ????? ?????,?????? ?????? ???? ????,0.628454566
?? ????? ?????? ????? ?????,?? ????? ????? ????????,0.627456069
?? ????? ?????? ????? ?????,??? ???,0.626295328
?? ????? ?????? ????? ?????,??????? ?? ?????? ???? ??????? ??? ??????,0.625733376
?? ????? ?????? ????? ?????,????????? ????? ?????????,0.625524282
?? ????? ?????? ????? ?????,?????? ?????? ???? ????,0.625225067
?? ????? ?????? ????? ?????,??? ???? ?? ??????? ???????,0.619878113
?? ????? ?????? ????? ?????,?? ??? ????? ??????,0.619710863
?? ????? ?????? ????? ?????,??????? ????? ??? ?????????,0.619300485
?? ????? ?????? ????? ?????,??? ?? ???,0.619231164
?? ????? ?????? ????? ?????,??? ?? ???,0.619231164
?? ????? ?????? ????? ?????,???? ??????? ????? ?????? ????? ????? ?????,0.61752969
?? ????? ?????? ????? ?????,??? ??????,0.616452098
?? ????? ?????? ????? ?????,?? ?????? ?????? ?????? ???????,0.615071893
?? ????? ?????? ????? ?????,??? ?? ???,0.615048766
?? ????? ?????? ????? ?????,??? ?? ???,0.615048766
?? ????? ?????? ????? ?????,??? ????? ??? ???? ???? ????? ??? ?? ???? ??????,0.615015268
?? ????? ?????? ????? ?????,??? ????? ??? ???? ???? ???? ??????? ???? ????? ??? ????? ?? ???? ??????? ?? ????????,0.614786983
?? ????? ?????? ????? ?????,??? ???? ??????? ???? ???? ?? ????? ????? ????? ???????,0.614011228
?? ????? ?????? ????? ?????,?? ?? ???? ??? ???,0.613932908
?? ????? ?????? ????? ?????,?????? ???? ?????,0.613517046
?? ????? ?????? ????? ?????,?? ??? ???????? ??? ?? ??????,0.613265276
?? ????? ?????? ????? ?????,??? ???? ??????? ???? ???? ?? ????? ????? ????? ???????,0.612879515
?? ????? ?????? ????? ?????,??? ??? ???? ?????,0.61265552
?? ????? ?????? ????? ?????,????? ?? ????? ????????? ???? ????? ????,0.611895442
?? ????? ?????? ????? ?????,??????? ????? ????,0.608502626
?? ????? ?????? ????? ?????,??? ???? ??????? ???? ???? ?? ????? ????? ????? ???????,0.608020782
?? ????? ?????? ????? ?????,?? ?????,0.606135368
?? ????? ?????? ????? ?????,?????? ?????? ???? ????,0.605686247
?? ????? ?????? ????? ?????,?????? ?????? ???? ????,0.604934812
?? ????? ?????? ????? ?????,?? ??? ???????? ??? ?? ??????,0.60263133
?? ????? ?????? ????? ?????,?????? ??? ?????? ????? ????? ???? ??? ??????? ??????,0.601905942
?? ????? ?????? ????? ?????,?? ???? ????? ???? ????? ????,0.601492167
?? ????? ?????? ????? ?????,?? ????? ????? ????????,0.60147059
?? ????? ?????? ????? ?????,?? ?????? ???? ????? ???,0.601292729
?? ????? ?????? ????? ?????,??????? ????? ????,0.598845124
?? ????? ?????? ????? ?????,????,0.598214269
?? ????? ?????? ????? ?????,?? ?? ???? ??? ???,0.59800899
?? ????? ?????? ????? ?????,?? ????? ????? ????????,0.597621441
?? ????? ?????? ????? ?????,????????? ????? ?????????,0.596841037
?? ????? ?????? ????? ?????,??????? ????? ????,0.596824706
?? ????? ?????? ????? ?????,???? ?? ?????? ???? ???? ??? ?? ?? ??????? ??????????,0.594731748
?? ????? ?????? ????? ?????,??? ???,0.593171954
?? ????? ?????? ????? ?????,????? ???? ????? ?? ????? ?????? ?? ????? ??????? ?? ??????? ???????????,0.592437029
?? ????? ?????? ????? ?????,?????? ?? ???????? ???? ????? ?????? ????,0.592271686
?? ????? ?????? ????? ?????,???? ????? ????,0.592031002
?? ????? ?????? ????? ?????,?? ??? ????? ??????,0.591625333
?? ????? ?????? ????? ?????,???? ???? ??? ????? ?? ???????,0.591186285
?? ????? ?????? ????? ?????,?? ??? ????? ??????,0.590231419
?? ????? ?????? ????? ?????,?? ?????? ?????? ?????? ???????,0.590004921
?? ????? ?????? ????? ?????,?? ?????,0.58938086
?? ????? ?????? ????? ?????,????,0.588938594
?? ????? ?????? ????? ?????,????,0.587301314
?? ????? ?????? ????? ?????,??? ?????? ????? ???? ?? ???????? ????? ????? ?????? ????? ?????? ?????,0.586960256
?? ????? ?????? ????? ?????,??? ??????,0.586795807
?? ????? ?????? ????? ?????,??????? ????? ????,0.5867365
?? ????? ?????? ????? ?????,??? ???,0.586439312
?? ????? ?????? ????? ?????,?? ????? ??? ?? ??????? ???????? ?????,0.58573997
?? ????? ?????? ????? ?????,?? ??? ????? ??????,0.584324837
?? ????? ?????? ????? ?????,??? ??? ???? ?????,0.583956599
?? ????? ?????? ????? ?????,????? ???? ????? ?? ????? ?????? ?? ????? ??????? ?? ??????? ???????????,0.581165493
?? ????? ?????? ????? ?????,?? ?? ???? ??? ???,0.57968688
?? ????? ?????? ????? ?????,??? ????? ?? ???? ????? ???? ??????,0.577147722
?? ????? ?????? ????? ?????,??? ??????? ???? ?????? ????? ???? ?? ???? ??????? ?? ????????,0.575044215
?? ????? ?????? ????? ?????,?? ?? ????? ??????? ????? ????? ????,0.571228445
?? ????? ?????? ????? ?????,???? ????? ?? ???,0.571141541
?? ????? ?????? ????? ?????,??? ????? ??? ???? ???? ???? ??????? ???? ????? ??? ????? ?? ???? ??????? ?? ????????,0.570547223
?? ????? ?????? ????? ?????,?? ??? ???????? ??? ?? ??????,0.570283771
?? ????? ?????? ????? ?????,?? ?????,0.569259763
?? ????? ?????? ????? ?????,?? ?????,0.569096088
?? ????? ?????? ????? ?????,???? ??????? ?? ??????? ???? ?? ????? ???? ????? ???????? ????? ??? ????? ????????,0.568223119
?? ????? ?????? ????? ?????,?? ?????? ?????? ?????? ???????,0.565903664
?? ????? ?????? ????? ?????,??? ??????? ??????? ?? ???????? ?? ??? ?? ???????,0.564590454
?? ????? ?????? ????? ?????,??? ????? ???? ??? ?????,0.559782088
?? ????? ?????? ????? ?????,?? ?????,0.559300542
?? ????? ?????? ????? ?????,??? ???,0.558711886
?? ????? ?????? ????? ?????,??? ?? ??????? ???? ????? ????? ??????? ????? ?????,0.558466434
?? ????? ?????? ????? ?????,???? ??? ???????? ????? ?????? ????? ?? ??????? ????????,0.558248043
?? ????? ?????? ????? ?????,?? ?????? ?????? ?????? ???????,0.557907104
?? ????? ?????? ????? ?????,???????? ??? ??????? ???? ?????? ????????? ?? ?????,0.555360317
?? ????? ?????? ????? ?????,???????? ?????? ?? ???? ???? ???? ?? ?????? ???????,0.555044711
?? ????? ?????? ????? ?????,?? ????? ????? ????????,0.553839684
?? ????? ?????? ????? ?????,?????? ?? ?????? ?????? ?????? ?????? ???? ????? ????? ????? ??????? ????? ??????? ??????? ???? ???? ?? ?????,0.551464677
?? ????? ?????? ????? ?????,?????? ?????? ????? ???? ??? ???????,0.54672128
?? ????? ?????? ????? ?????,??? ????? ?? ?? ?????? ???????? ??? ?????,0.546021223
?? ????? ?????? ????? ?????,?? ???? ???,0.543883145
?? ????? ?????? ????? ?????,????????? ????? ?????????,0.542887688
?? ????? ?????? ????? ?????,?????,0.540943503
?? ????? ?????? ????? ?????,????,0.535339117
?? ????? ?????? ????? ?????,???? ?? ????? ???? ?????? ???????? ?? ?????? ?? ??????? ?????? ???????? ?????? ??????,0.534303427
?? ????? ?????? ????? ?????,??? ???,0.529853463
?? ????? ?????? ????? ?????,??? ????? ??? ?????? ????? ???????? ???????,0.527901411
?? ????? ?????? ????? ?????,????????? ????? ?????????,0.525502563
?? ????? ?????? ????? ?????,?????,0.521895826
?? ????? ?????? ????? ?????,???? ????? ?? ???? ????? ???? ????? ?? ???????? ???????,0.520078063
?? ????? ?????? ????? ?????,?? ???? ???? ????? ?? ???????? ???? ?????? ???????? ?? ???,0.511977911
?? ????? ?????? ????? ?????,?? ???? ???,0.510450125
?? ????? ?????? ????? ?????,?? ???? ???,0.504511535
?? ????? ?????? ????? ?????,???? ??????? ?????? ?? ?????? ???? ????? ??? ????? ??????? ?????,0.503494918
?? ????? ?????? ????? ?????,??????? ??????? ??? ????? ??????? ??????????? ?????? ????? ????,0.498845935
?? ????? ?????? ????? ?????,?????,0.490754336
?? ????? ?????? ????? ?????,?? ?? ???? ??? ???,0.481171399
